review,token
Sangat nyaman tempat nya dan ramah pelayanannya the best,"['sangat', 'nyaman', 'tempat', 'nya', 'dan', 'ramah', 'pelayanannya', 'the', 'best']"
pelayanannya bagus fasilitas nya ok pokoknya best🥰 …,"['pelayanannya', 'bagus', 'fasilitas', 'nya', 'ok', 'pokoknya', 'best']"
Layak dan menyenangkan untuk bermalam bersama keluarga di sini,"['layak', 'dan', 'menyenangkan', 'untuk', 'bermalam', 'bersama', 'keluarga', 'di', 'sini']"
"Hotel dgn pelayanan yg bagus, hospitality sangat baik dari semua staf, sarapan enak dan bervariasi, kamar bersih namun beberapa bagian furniture sudah perlu perbaikan dan penerangan redup bisa lebih ditingkatkan. Secara umum ini hotel yg luar biasa, strategis dan nyaman. Terima kasih servicenya luar biasa.","['hotel', 'dgn', 'pelayanan', 'yg', 'bagus', 'hospitality', 'sangat', 'baik', 'dari', 'semua', 'staf', 'sarapan', 'enak', 'dan', 'bervariasi', 'kamar', 'bersih', 'namun', 'beberapa', 'bagian', 'furniture', 'sudah', 'perlu', 'perbaikan', 'dan', 'penerangan', 'redup', 'bisa', 'lebih', 'ditingkatkan', 'secara', 'umum', 'ini', 'hotel', 'yg', 'luar', 'biasa', 'strategis', 'dan', 'nyaman', 'terima', 'kasih', 'servicenya', 'luar', 'biasa']"
"Menginap 3D2N. Lokasi strategis, kamar tamu yang luas dibandingkan hotel bintang sejenis, meski perlu ada peremajaan karena kesan tua masih terlihat. Staf hotel ramah, mulai front liner petugas di restoran, hingga housekeeper. Recommended.","['menginap', 'd', 'n', 'lokasi', 'strategis', 'kamar', 'tamu', 'yang', 'luas', 'dibandingkan', 'hotel', 'bintang', 'sejenis', 'meski', 'perlu', 'ada', 'peremajaan', 'karena', 'kesan', 'tua', 'masih', 'terlihat', 'staf', 'hotel', 'ramah', 'mulai', 'front', 'liner', 'petugas', 'di', 'restoran', 'hingga', 'housekeeper', 'recommended']"
"Tapi yg lainnya bagus bagus bgt. Kamarnya, interiornya dan pelayanannya super bagus. Makanannya enak enak. Hanya di Wifi nya sedikit lama.","['tapi', 'yg', 'lainnya', 'bagus', 'bagus', 'bgt', 'kamarnya', 'interiornya', 'dan', 'pelayanannya', 'super', 'bagus', 'makanannya', 'enak', 'enak', 'hanya', 'di', 'wifi', 'nya', 'sedikit', 'lama']"
"Overall semuanyaa worth it, mulai dari pelayanan, breakfast, room service dll.","['overall', 'semuanyaa', 'worth', 'it', 'mulai', 'dari', 'pelayanan', 'breakfast', 'room', 'service', 'dll']"
"Jejaring accor yg kurang baik utk pelayanan.
Checkin di dini hari tidak ada yg standby. Membawa semua barang sendiri tdk ada satpam. Shower air panas yg baru panas setelah dibiarkan mengalir selama …","['jejaring', 'accor', 'yg', 'kurang', 'baik', 'utk', 'pelayanan', 'checkin', 'di', 'dini', 'hari', 'tidak', 'ada', 'yg', 'standby', 'membawa', 'semua', 'barang', 'sendiri', 'tdk', 'ada', 'satpam', 'shower', 'air', 'panas', 'yg', 'baru', 'panas', 'setelah', 'dibiarkan', 'mengalir', 'selama']"
"Pelayanan luar biasa, staf ramah dan profesional. Kamar bersih, mewah, dan super nyaman. Fasilitas lengkap—kolam renang, gym, dan sarapan semua top! Lokasi strategis, suasana tenang. Pengalaman menginap yang memuaskan.","['pelayanan', 'luar', 'biasa', 'staf', 'ramah', 'dan', 'profesional', 'kamar', 'bersih', 'mewah', 'dan', 'super', 'nyaman', 'fasilitas', 'lengkap', 'kolam', 'renang', 'gym', 'dan', 'sarapan', 'semua', 'top', 'lokasi', 'strategis', 'suasana', 'tenang', 'pengalaman', 'menginap', 'yang', 'memuaskan']"
"Hotel yang nyaman dan pelayanannya sangat baik. Kamar bagus, bersih, dan wangi. Makanan yang disediakan sangat enak …","['hotel', 'yang', 'nyaman', 'dan', 'pelayanannya', 'sangat', 'baik', 'kamar', 'bagus', 'bersih', 'dan', 'wangi', 'makanan', 'yang', 'disediakan', 'sangat', 'enak']"
"Kalau ke Yogya sering menginap disini
Makanan enak,pelayanannya ramah,nyaman","['kalau', 'ke', 'yogya', 'sering', 'menginap', 'disini', 'makanan', 'enak', 'pelayanannya', 'ramah', 'nyaman']"
"Tempat tidurnya agak bikin gatal, kamarnya luas, kulkasnya gak dingin, ac nya gak dingin. Lokasinya enak di tengah kota.","['tempat', 'tidurnya', 'agak', 'bikin', 'gatal', 'kamarnya', 'luas', 'kulkasnya', 'gak', 'dingin', 'ac', 'nya', 'gak', 'dingin', 'lokasinya', 'enak', 'di', 'tengah', 'kota']"
"Pelayanan ramah, makanan enak, hanya smooking room yang tersedia pendingin ruangan tidak bisa dikontrol suhunya, dingin banget","['pelayanan', 'ramah', 'makanan', 'enak', 'hanya', 'smooking', 'room', 'yang', 'tersedia', 'pendingin', 'ruangan', 'tidak', 'bisa', 'dikontrol', 'suhunya', 'dingin', 'banget']"
"Enak sekali untuk breakfast di grand mercure. Dari buffet, dessert, minuman komplit dan rasanya enak sekali, service nya oke dan bagus dibantu oleh mba lena","['enak', 'sekali', 'untuk', 'breakfast', 'di', 'grand', 'mercure', 'dari', 'buffet', 'dessert', 'minuman', 'komplit', 'dan', 'rasanya', 'enak', 'sekali', 'service', 'nya', 'oke', 'dan', 'bagus', 'dibantu', 'oleh', 'mba', 'lena']"
"Makanan (ikan tepung) agak keras..minuman tidak menyediakan kopi saat diner, buah melon tidak manis..untuk lainnya bagus dan enak ..pelayanan bagus dan ramah","['makanan', 'ikan', 'tepung', 'agak', 'keras', 'minuman', 'tidak', 'menyediakan', 'kopi', 'saat', 'diner', 'buah', 'melon', 'tidak', 'manis', 'untuk', 'lainnya', 'bagus', 'dan', 'enak', 'pelayanan', 'bagus', 'dan', 'ramah']"
"sarapan pagi ini sangat enak, memuaskan","['sarapan', 'pagi', 'ini', 'sangat', 'enak', 'memuaskan']"
"Suasana ruangan kamar suram, pintu kamar mandi rusak tidak bisa tertutup rapat, miris untuk sekelas hotel bintang lima. Cocoknya hotel bintang tiga ini. Sangat mengecewakan","['suasana', 'ruangan', 'kamar', 'suram', 'pintu', 'kamar', 'mandi', 'rusak', 'tidak', 'bisa', 'tertutup', 'rapat', 'miris', 'untuk', 'sekelas', 'hotel', 'bintang', 'lima', 'cocoknya', 'hotel', 'bintang', 'tiga', 'ini', 'sangat', 'mengecewakan']"
"Makanan enak sekali, apalagi sub daging nya, dan juga pelayanan. Pokoknya mantap","['makanan', 'enak', 'sekali', 'apalagi', 'sub', 'daging', 'nya', 'dan', 'juga', 'pelayanan', 'pokoknya', 'mantap']"
Pelayanan di Restorannya Ramah & Makanan yang disajikan eunak,"['pelayanan', 'di', 'restorannya', 'ramah', 'makanan', 'yang', 'disajikan', 'eunak']"
Makanan nya enak tempat nya nyaman dan pelayanan nya okee,"['makanan', 'nya', 'enak', 'tempat', 'nya', 'nyaman', 'dan', 'pelayanan', 'nya', 'okee']"
"Cozy place, roomnya bersih,adeem,aminities nya lengkaapp, staffnya ramah ramah bangett apalagi mba nalaa,senyumnya maniss puooll🫶🏻🤍 …","['cozy', 'place', 'roomnya', 'bersih', 'adeem', 'aminities', 'nya', 'lengkaapp', 'staffnya', 'ramah', 'ramah', 'bangett', 'apalagi', 'mba', 'nalaa', 'senyumnya', 'maniss', 'puooll']"
"Makanan untuk bukber nya enak,ragamnya bervariasi,banyak macam yang bisa dipilih","['makanan', 'untuk', 'bukber', 'nya', 'enak', 'ragamnya', 'bervariasi', 'banyak', 'macam', 'yang', 'bisa', 'dipilih']"
Makanannya enak semua kamarnya bersih dan pelayan mbak AztutiKamariah ramah,"['makanannya', 'enak', 'semua', 'kamarnya', 'bersih', 'dan', 'pelayan', 'mbak', 'aztutikamariah', 'ramah']"
"in room diningnya enak bgt buat pesen di kamar (nasi goreng, ayam bawang putih)
tapi breakfastnya agak kurang, bubur mutiara kemanisan. pancakenya krn gak dibikin fresh jadi dingin terus ditinggal gt aja, gaada yg bikin baru lagi fresh …","['in', 'room', 'diningnya', 'enak', 'bgt', 'buat', 'pesen', 'di', 'kamar', 'nasi', 'goreng', 'ayam', 'bawang', 'putih', 'tapi', 'breakfastnya', 'agak', 'kurang', 'bubur', 'mutiara', 'kemanisan', 'pancakenya', 'krn', 'gak', 'dibikin', 'fresh', 'jadi', 'dingin', 'terus', 'ditinggal', 'gt', 'aja', 'gaada', 'yg', 'bikin', 'baru', 'lagi', 'fresh']"
"Tempatnya strategis karena berada di dalam kota Yogyakarta.... Untuk pelayanan juga bagus sekali,,,, dibantu dengan training lady lena... Terimakasih..☺️","['tempatnya', 'strategis', 'karena', 'berada', 'di', 'dalam', 'kota', 'yogyakarta', 'untuk', 'pelayanan', 'juga', 'bagus', 'sekali', 'dibantu', 'dengan', 'training', 'lady', 'lena', 'terimakasih']"
"Bangunannya bersih, kamarnya bersih, makananya enak2, viewnya bagus ada pelataran serasa di candi","['bangunannya', 'bersih', 'kamarnya', 'bersih', 'makananya', 'enak', 'viewnya', 'bagus', 'ada', 'pelataran', 'serasa', 'di', 'candi']"
Kamarnya sangat bersih dan fasilitas yang lengkap,"['kamarnya', 'sangat', 'bersih', 'dan', 'fasilitas', 'yang', 'lengkap']"
Good stay|Lobby hingga koridor kamar sangat wangi|Receptionist sangat ramah dan ringan tangan untuk membantu |Lokasi hotel cukup strategis tidak terlalu jauh dari pusat kota|Rasa makanan ketika sarapan juga sangat cocok di lidah dengan variasi yang sangat banyak,"['good', 'stay', 'lobby', 'hingga', 'koridor', 'kamar', 'sangat', 'wangi', 'receptionist', 'sangat', 'ramah', 'dan', 'ringan', 'tangan', 'untuk', 'membantu', 'lokasi', 'hotel', 'cukup', 'strategis', 'tidak', 'terlalu', 'jauh', 'dari', 'pusat', 'kota', 'rasa', 'makanan', 'ketika', 'sarapan', 'juga', 'sangat', 'cocok', 'di', 'lidah', 'dengan', 'variasi', 'yang', 'sangat', 'banyak']"
"Pelayan ramah , menyenangkan
Trimakasih kakak Airin ojt.  Semoga di terima.","['pelayan', 'ramah', 'menyenangkan', 'trimakasih', 'kakak', 'airin', 'ojt', 'semoga', 'di', 'terima']"
Dari kamar dan menu makanan semua sangat memuaskan.. banyak pilihan menu makanannya,"['dari', 'kamar', 'dan', 'menu', 'makanan', 'semua', 'sangat', 'memuaskan', 'banyak', 'pilihan', 'menu', 'makanannya']"
"pelayanan sat set, makna. joss","['pelayanan', 'sat', 'set', 'makna', 'joss']"
"- Dibagian restonya beberapa gelas masih ada bekas lipstiknya dan bau amis
- Refil buffe makanan menunggu lama, mungkin kedepannya lebih diprepare lagi agar tamu tidak menunggu lama untuk makan. …","['dibagian', 'restonya', 'beberapa', 'gelas', 'masih', 'ada', 'bekas', 'lipstiknya', 'dan', 'bau', 'amis', 'refil', 'buffe', 'makanan', 'menunggu', 'lama', 'mungkin', 'kedepannya', 'lebih', 'diprepare', 'lagi', 'agar', 'tamu', 'tidak', 'menunggu', 'lama', 'untuk', 'makan']"
Menu sarapan dan penyajian bagus. Lokasi sarapan bagus krn bisa melihat gunung Merapi. Kebersihan area sarapan bagus. Pelayanan bagus.,"['menu', 'sarapan', 'dan', 'penyajian', 'bagus', 'lokasi', 'sarapan', 'bagus', 'krn', 'bisa', 'melihat', 'gunung', 'merapi', 'kebersihan', 'area', 'sarapan', 'bagus', 'pelayanan', 'bagus']"
"Awalnya mau menginap 4 malam, tapi hanya 2 malam saja. Breakfastnya kurang memuaskan, main course beberapa tidak hangat atau panas, saya coba 3-4 pastry agak keras digigit, stall omlete antre cukup lama. Ketika check out tgl 23 Jan 2025 …","['awalnya', 'mau', 'menginap', 'malam', 'tapi', 'hanya', 'malam', 'saja', 'breakfastnya', 'kurang', 'memuaskan', 'main', 'course', 'beberapa', 'tidak', 'hangat', 'atau', 'panas', 'saya', 'coba', 'pastry', 'agak', 'keras', 'digigit', 'stall', 'omlete', 'antre', 'cukup', 'lama', 'ketika', 'check', 'out', 'tgl', 'jan']"
"Meeting Room Sewu, sangat nyaman. Mudah diakses. Makanan juga sangat enak. Sup ayam tofu nya enak banget. Es Teler nya juga enak. Staff ramah dan sopan.","['meeting', 'room', 'sewu', 'sangat', 'nyaman', 'mudah', 'diakses', 'makanan', 'juga', 'sangat', 'enak', 'sup', 'ayam', 'tofu', 'nya', 'enak', 'banget', 'es', 'teler', 'nya', 'juga', 'enak', 'staff', 'ramah', 'dan', 'sopan']"
"Hotel mudah dijangkau dari Stasiun, bersih, harum, stafnya semua ramah. Makanan variatif dan enak. Sayangnya late check out cuma sampai 12.30 (biasanya bisa di 13.00) tapi ga masalah, overall sangatt oke.","['hotel', 'mudah', 'dijangkau', 'dari', 'stasiun', 'bersih', 'harum', 'stafnya', 'semua', 'ramah', 'makanan', 'variatif', 'dan', 'enak', 'sayangnya', 'late', 'check', 'out', 'cuma', 'sampai', 'biasanya', 'bisa', 'di', 'tapi', 'ga', 'masalah', 'overall', 'sangatt', 'oke']"
"Untuk kamar nyaman hanya saja untuk tekhnisii memperhatikan segi fasilitas seperti toilet, selebihnya sangat memuaskan","['untuk', 'kamar', 'nyaman', 'hanya', 'saja', 'untuk', 'tekhnisii', 'memperhatikan', 'segi', 'fasilitas', 'seperti', 'toilet', 'selebihnya', 'sangat', 'memuaskan']"
"Pelayanan ( mbak meriska) baik ramah, makan enak nasgor ramah di lidah.
Suasana nyaman pokonya mantaaap tenan.","['pelayanan', 'mbak', 'meriska', 'baik', 'ramah', 'makan', 'enak', 'nasgor', 'ramah', 'di', 'lidah', 'suasana', 'nyaman', 'pokonya', 'mantaaap', 'tenan']"
"Kamarnya nyaman, pelayanan ramah, dan lokasi cukup oke","['kamarnya', 'nyaman', 'pelayanan', 'ramah', 'dan', 'lokasi', 'cukup', 'oke']"
"Kamar nyaman, pelayan resto ramah, hotel bersih dan rapi. Sempat minta sarapan untuk dibawa dalam perjalanan. nasi goreng dalam kotak tanpa air minum dan tas untuk membawa. Semoga lain  kali lebih cermat.","['kamar', 'nyaman', 'pelayan', 'resto', 'ramah', 'hotel', 'bersih', 'dan', 'rapi', 'sempat', 'minta', 'sarapan', 'untuk', 'dibawa', 'dalam', 'perjalanan', 'nasi', 'goreng', 'dalam', 'kotak', 'tanpa', 'air', 'minum', 'dan', 'tas', 'untuk', 'membawa', 'semoga', 'lain', 'kali', 'lebih', 'cermat']"
silvia sarapan nya enak,"['silvia', 'sarapan', 'nya', 'enak']"
"Hotelnya sangat menyenangkan, dekat dengan pusat kota, kamarnya bersih, sajian di restoran enak, menu juga bervariasi...","['hotelnya', 'sangat', 'menyenangkan', 'dekat', 'dengan', 'pusat', 'kota', 'kamarnya', 'bersih', 'sajian', 'di', 'restoran', 'enak', 'menu', 'juga', 'bervariasi']"
"Hotel terlalu baik , masa saya pesen kamar nomer 619 masi ada orangnya , saya komplain ke resepsionis dan keliatan bingung juga , lalu lift juga sering eror pencrt tombol lantai 8 malah ke lantai 6. gimana ini grand mercure masa hotel bintang 5 ,pelayanan seperti ini ,","['hotel', 'terlalu', 'baik', 'masa', 'saya', 'pesen', 'kamar', 'nomer', 'masi', 'ada', 'orangnya', 'saya', 'komplain', 'ke', 'resepsionis', 'dan', 'keliatan', 'bingung', 'juga', 'lalu', 'lift', 'juga', 'sering', 'eror', 'pencrt', 'tombol', 'lantai', 'malah', 'ke', 'lantai', 'gimana', 'ini', 'grand', 'mercure', 'masa', 'hotel', 'bintang', 'pelayanan', 'seperti', 'ini']"
"Breakfast variatif, menunya banyak, enak2, kamar juga enak dinginn. Rame juga.","['breakfast', 'variatif', 'menunya', 'banyak', 'enak', 'kamar', 'juga', 'enak', 'dinginn', 'rame', 'juga']"
"Kebersihan hotel sangat bersih.pelayanan sangat memuaskan,untuk sarapan mewah dan nikmat,di tambah ada room buat yg merokok.","['kebersihan', 'hotel', 'sangat', 'bersih', 'pelayanan', 'sangat', 'memuaskan', 'untuk', 'sarapan', 'mewah', 'dan', 'nikmat', 'di', 'tambah', 'ada', 'room', 'buat', 'yg', 'merokok']"
Tempatnya enak kedap suara gak berisik kalo teriak gak kedengeran dari luar😁 …,"['tempatnya', 'enak', 'kedap', 'suara', 'gak', 'berisik', 'kalo', 'teriak', 'gak', 'kedengeran', 'dari', 'luar']"
Ikan nya enak pas dan suasana nyaman,"['ikan', 'nya', 'enak', 'pas', 'dan', 'suasana', 'nyaman']"
"Hotel nya bagus, karyawan nya ramah, lokasi nya di tengah kota jadi mudah kalau mau cari lokasi wisata, kamar nya mewah, saya kurang beruntung karena mendapat kamar yg ac ny agak berdengung.
Over all is exelence..👍 …","['hotel', 'nya', 'bagus', 'karyawan', 'nya', 'ramah', 'lokasi', 'nya', 'di', 'tengah', 'kota', 'jadi', 'mudah', 'kalau', 'mau', 'cari', 'lokasi', 'wisata', 'kamar', 'nya', 'mewah', 'saya', 'kurang', 'beruntung', 'karena', 'mendapat', 'kamar', 'yg', 'ac', 'ny', 'agak', 'berdengung', 'over', 'all', 'is', 'exelence']"
"Sarapan paginya enak, pelayan ramah, kamar nyaman

Tapi saat iftar terlalu membludak, perugas resto beberapa sibuk tapi ada yg cuma …","['sarapan', 'paginya', 'enak', 'pelayan', 'ramah', 'kamar', 'nyaman', 'tapi', 'saat', 'iftar', 'terlalu', 'membludak', 'perugas', 'resto', 'beberapa', 'sibuk', 'tapi', 'ada', 'yg', 'cuma']"
"Kecewa... udh reservasi udh bela2in datang langsung seminggu sebelumnya untuk milih tempat buat bukber, sudah deal, tp tanpa dikonfirmasi tempat yg udh kita pesan dikasih ke rombongan lain, dan kami dikasih tempat di pojokan yg sempit banget... gak banget lah...","['kecewa', 'udh', 'reservasi', 'udh', 'bela', 'in', 'datang', 'langsung', 'seminggu', 'sebelumnya', 'untuk', 'milih', 'tempat', 'buat', 'bukber', 'sudah', 'deal', 'tp', 'tanpa', 'dikonfirmasi', 'tempat', 'yg', 'udh', 'kita', 'pesan', 'dikasih', 'ke', 'rombongan', 'lain', 'dan', 'kami', 'dikasih', 'tempat', 'di', 'pojokan', 'yg', 'sempit', 'banget', 'gak', 'banget', 'lah']"
"tempatnya keren dan suasananya juga bagus, hiasan di setiap dindingnya buat kita ga bosen suasananya juga bikin adem selain itu pelayanan juga baik sekali para pekerja sangat ramah selain itu makanan nya juga enak hehe","['tempatnya', 'keren', 'dan', 'suasananya', 'juga', 'bagus', 'hiasan', 'di', 'setiap', 'dindingnya', 'buat', 'kita', 'ga', 'bosen', 'suasananya', 'juga', 'bikin', 'adem', 'selain', 'itu', 'pelayanan', 'juga', 'baik', 'sekali', 'para', 'pekerja', 'sangat', 'ramah', 'selain', 'itu', 'makanan', 'nya', 'juga', 'enak', 'hehe']"
Pelayanan dan kamar luar biasa..ngak nyesel dech..sukses trus grand mercure..,"['pelayanan', 'dan', 'kamar', 'luar', 'biasa', 'ngak', 'nyesel', 'dech', 'sukses', 'trus', 'grand', 'mercure']"
Makanan enak dan pilihan nya banyak,"['makanan', 'enak', 'dan', 'pilihan', 'nya', 'banyak']"
"Kamar nya bersih, sarapannya cukup enak dan banyak varian nya.. lokasi strategis.. my first time stay here and surely not my last ☺️","['kamar', 'nya', 'bersih', 'sarapannya', 'cukup', 'enak', 'dan', 'banyak', 'varian', 'nya', 'lokasi', 'strategis', 'my', 'first', 'time', 'stay', 'here', 'and', 'surely', 'not', 'my', 'last']"
Fasilitas enak makan nya juga enak dan nyaman,"['fasilitas', 'enak', 'makan', 'nya', 'juga', 'enak', 'dan', 'nyaman']"
"baru pertama kalinya nginep di sini tp udah di bikin senyaman itu sama fasilitasnya,kebersihannya dan pelayanannya next bakal ajakin keluarga si buat nginep di hotel ini lagi😻 …","['baru', 'pertama', 'kalinya', 'nginep', 'di', 'sini', 'tp', 'udah', 'di', 'bikin', 'senyaman', 'itu', 'sama', 'fasilitasnya', 'kebersihannya', 'dan', 'pelayanannya', 'next', 'bakal', 'ajakin', 'keluarga', 'si', 'buat', 'nginep', 'di', 'hotel', 'ini', 'lagi']"
"Sangat memuaskan pelayanan mbak Silvia
Makananya juga lezat","['sangat', 'memuaskan', 'pelayanan', 'mbak', 'silvia', 'makananya', 'juga', 'lezat']"
"Hotelnya mewah bersih dan rapih pelayanannya bagus, pengen balik lagi pokonyaa mantap","['hotelnya', 'mewah', 'bersih', 'dan', 'rapih', 'pelayanannya', 'bagus', 'pengen', 'balik', 'lagi', 'pokonyaa', 'mantap']"
"Banyak menu sarapannya 👍👍
Makasih layanannya mba Cerita 😍😍 …","['banyak', 'menu', 'sarapannya', 'makasih', 'layanannya', 'mba', 'cerita']"
"Semua menu enak dan approved🥰
Pelayanan sangat ramah dan gercep (mbak Salma) 🥰 …","['semua', 'menu', 'enak', 'dan', 'approved', 'pelayanan', 'sangat', 'ramah', 'dan', 'gercep', 'mbak', 'salma']"
"Sebagai hotel bintang 5, Grand Mercure Yogyakarta menghadirkan pengalaman menginap yang elegan dengan sentuhan budaya Jawa pada desain interiornya. Berlokasi strategis di kawasan Adisucipto, hotel ini dekat dengan pusat kota dan area …","['sebagai', 'hotel', 'bintang', 'grand', 'mercure', 'yogyakarta', 'menghadirkan', 'pengalaman', 'menginap', 'yang', 'elegan', 'dengan', 'sentuhan', 'budaya', 'jawa', 'pada', 'desain', 'interiornya', 'berlokasi', 'strategis', 'di', 'kawasan', 'adisucipto', 'hotel', 'ini', 'dekat', 'dengan', 'pusat', 'kota', 'dan', 'area']"
"Kamar oke, walau dapat yg amoking room, tapi di dalam kamar tidak ada bau rokok sama sekali. Bersih dan AC dingin.","['kamar', 'oke', 'walau', 'dapat', 'yg', 'amoking', 'room', 'tapi', 'di', 'dalam', 'kamar', 'tidak', 'ada', 'bau', 'rokok', 'sama', 'sekali', 'bersih', 'dan', 'ac', 'dingin']"
datang jam 14.30 mau cek in data dah lengkap tp disuruh nunggu katanya kamar msh dibersihkan...  (heran kok jam segitu kmr blm ready) ... satu setgh jam kemudian dioper ke hotel lain katanya sdh penuh... kayake gk siap terima rombongan lebih dari 100 orang,"['datang', 'jam', 'mau', 'cek', 'in', 'data', 'dah', 'lengkap', 'tp', 'disuruh', 'nunggu', 'katanya', 'kamar', 'msh', 'dibersihkan', 'heran', 'kok', 'jam', 'segitu', 'kmr', 'blm', 'ready', 'satu', 'setgh', 'jam', 'kemudian', 'dioper', 'ke', 'hotel', 'lain', 'katanya', 'sdh', 'penuh', 'kayake', 'gk', 'siap', 'terima', 'rombongan', 'lebih', 'dari', 'orang']"
"Hotelnya nyaman, kamarnya luas dan bersih. Makanan di restorannya banyak jenisnya dan enak. Terima kasih.","['hotelnya', 'nyaman', 'kamarnya', 'luas', 'dan', 'bersih', 'makanan', 'di', 'restorannya', 'banyak', 'jenisnya', 'dan', 'enak', 'terima', 'kasih']"
Akhir Mei lalu menginap di hotel ini dalam rangka kedinasan. Untuk detail reviewnya: …,"['akhir', 'mei', 'lalu', 'menginap', 'di', 'hotel', 'ini', 'dalam', 'rangka', 'kedinasan', 'untuk', 'detail', 'reviewnya']"
"Mulai dari pelayanan yang ramah dan profesional, hingga suasana yang nyaman dan elegan, semuanya terasa sempurna. Kamar yang saya tempati sangat bersih dan dilengkapi dengan fasilitas yang lengkap, memberikan kenyamanan maksimal selama saya …","['mulai', 'dari', 'pelayanan', 'yang', 'ramah', 'dan', 'profesional', 'hingga', 'suasana', 'yang', 'nyaman', 'dan', 'elegan', 'semuanya', 'terasa', 'sempurna', 'kamar', 'yang', 'saya', 'tempati', 'sangat', 'bersih', 'dan', 'dilengkapi', 'dengan', 'fasilitas', 'yang', 'lengkap', 'memberikan', 'kenyamanan', 'maksimal', 'selama', 'saya']"
Tempatnya strategis. Interiornya juga bagus. Ada unsur jawa yang membuat menarik. Kamar nyaman. Makanan juga enak. Recommended kalau ke jogja.,"['tempatnya', 'strategis', 'interiornya', 'juga', 'bagus', 'ada', 'unsur', 'jawa', 'yang', 'membuat', 'menarik', 'kamar', 'nyaman', 'makanan', 'juga', 'enak', 'recommended', 'kalau', 'ke', 'jogja']"
"Bubur ayam dan soto nya yg di resto saat Breakfast  berasa kurang garam, mungkin saya suka makanan yg agak asin saja.
Pelayanan lain nya sangat baik, pertahankan dan bila perlu ditingkatkan lagi agar lebih memuaskan customer.","['bubur', 'ayam', 'dan', 'soto', 'nya', 'yg', 'di', 'resto', 'saat', 'breakfast', 'berasa', 'kurang', 'garam', 'mungkin', 'saya', 'suka', 'makanan', 'yg', 'agak', 'asin', 'saja', 'pelayanan', 'lain', 'nya', 'sangat', 'baik', 'pertahankan', 'dan', 'bila', 'perlu', 'ditingkatkan', 'lagi', 'agar', 'lebih', 'memuaskan', 'customer']"
"letak hotel strategis, pelayanan bagus, kamar nyaman","['letak', 'hotel', 'strategis', 'pelayanan', 'bagus', 'kamar', 'nyaman']"
"Hotel yg bagus pelayanan ramah, cocok untuk stay cation","['hotel', 'yg', 'bagus', 'pelayanan', 'ramah', 'cocok', 'untuk', 'stay', 'cation']"
"Layanan ok baget, lokasi strategis, kamarnya bersih","['layanan', 'ok', 'baget', 'lokasi', 'strategis', 'kamarnya', 'bersih']"
"Pelayanan ramah, makanan nya enak tempat nya luas bersih dan nyaman","['pelayanan', 'ramah', 'makanan', 'nya', 'enak', 'tempat', 'nya', 'luas', 'bersih', 'dan', 'nyaman']"
"Selamat malam

Dear management grand mercure hotel yogyakarta. …","['selamat', 'malam', 'dear', 'management', 'grand', 'mercure', 'hotel', 'yogyakarta']"
"Pelayanan cukup bagus, tapi untuk keamanan nya sangat kurang,, terjadi insiden helm hilang,, jobdesk security kurang maksimal.... Tolong untuk keamanan lebih dijaga lagi... Dan jobdesk mengenai tanggungjawabnya ...!!!! Nyaman tapi keamanan kurang juga membuat pengunjung hotel jadi was was ........!!!!!!","['pelayanan', 'cukup', 'bagus', 'tapi', 'untuk', 'keamanan', 'nya', 'sangat', 'kurang', 'terjadi', 'insiden', 'helm', 'hilang', 'jobdesk', 'security', 'kurang', 'maksimal', 'tolong', 'untuk', 'keamanan', 'lebih', 'dijaga', 'lagi', 'dan', 'jobdesk', 'mengenai', 'tanggungjawabnya', 'nyaman', 'tapi', 'keamanan', 'kurang', 'juga', 'membuat', 'pengunjung', 'hotel', 'jadi', 'was', 'was']"
"Bersih, menu bteakfastnya beragam. Dan menu tradisonalnya hampir selalu ada yg jarang kami temukan dihotel2 lain","['bersih', 'menu', 'bteakfastnya', 'beragam', 'dan', 'menu', 'tradisonalnya', 'hampir', 'selalu', 'ada', 'yg', 'jarang', 'kami', 'temukan', 'dihotel', 'lain']"
"Sebuah hotel yang sangat strategis di pusat keramaian kota di kawasan Depok, Sleman, Yogyakarta, dengan fasilitas yang keren, pelayanan yang sangat baik dan makanan yang sedap, jadi ketagihan nih, insya Allah kalo ada urusan ke yogya lagi kepingin nginap di sini lagi deh, hehe ... 👍 …","['sebuah', 'hotel', 'yang', 'sangat', 'strategis', 'di', 'pusat', 'keramaian', 'kota', 'di', 'kawasan', 'depok', 'sleman', 'yogyakarta', 'dengan', 'fasilitas', 'yang', 'keren', 'pelayanan', 'yang', 'sangat', 'baik', 'dan', 'makanan', 'yang', 'sedap', 'jadi', 'ketagihan', 'nih', 'insya', 'allah', 'kalo', 'ada', 'urusan', 'ke', 'yogya', 'lagi', 'kepingin', 'nginap', 'di', 'sini', 'lagi', 'deh', 'hehe']"
"Menginap 4 hari 3 malam, overall pelayanan bagus banget, dari room service hingga housekeeping, fasilitas lengkap ada kolam renang dan gym, menu sarapan sangat bervariasi dan rasanya oke, sangat worth the price","['menginap', 'hari', 'malam', 'overall', 'pelayanan', 'bagus', 'banget', 'dari', 'room', 'service', 'hingga', 'housekeeping', 'fasilitas', 'lengkap', 'ada', 'kolam', 'renang', 'dan', 'gym', 'menu', 'sarapan', 'sangat', 'bervariasi', 'dan', 'rasanya', 'oke', 'sangat', 'worth', 'the', 'price']"
